Invoice,RegionKey,InventoryDate,SoldDate,CustomerKey,ProductKey,SoldLineNumber,SoldQuantity
45047,7,6/04/18,9/27/18,58228,95,2,1
45085,2,7/26/18,9/27/18,62915,91,4,2
45085,2,7/17/18,9/27/18,58714,2,3,2
45085,2,4/25/18,9/27/18,63452,94,1,1
45085,2,8/05/18,9/27/18,60635,94,2,1
45041,2,4/27/18,9/27/18,68992,56,1,2
45044,7,8/18/18,9/27/18,69884,7,3,2
45044,7,5/17/18,9/27/18,57458,94,1,2
45044,7,7/25/18,9/27/18,70357,27,2,2
45044,7,6/26/18,9/27/18,66478,68,4,1
45043,1,8/12/18,9/27/18,60930,41,1,2
45043,1,5/08/18,9/27/18,64731,70,2,1
45086,16,7/15/18,9/27/18,58488,58,2,1
45086,1,8/01/18,9/27/18,68334,64,1,1
45031,2,6/10/18,9/27/18,61801,110,1,1
45073,7,8/31/18,9/27/18,67497,36,1,2
45073,7,7/25/18,9/27/18,56413,6,2,1
45084,19,7/19/18,9/27/18,65390,65,2,3
45084,2,5/08/18,9/27/18,69193,101,4,2
45084,2,7/08/18,9/27/18,60802,68,1,1
45084,47,6/15/18,9/27/18,57896,11,3,1
45060,6,5/07/18,9/27/18,67150,93,1,1
45032,2,6/16/18,9/27/18,65247,15,1,1
45046,7,6/08/18,9/27/18,67279,60,1,2
45089,3,6/13/18,9/27/18,72519,21,2,1
45089,3,4/24/18,9/27/18,61995,93,1,1
45064,11,6/25/18,9/27/18,69277,60,5,2
45064,11,5/31/18,9/27/18,70586,50,1,2
45064,11,7/20/18,9/27/18,56936,70,3,1
45064,11,7/09/18,9/27/18,71459,30,4,1
45064,11,7/26/18,9/27/18,71127,77,2,1
45053,1,4/28/18,9/27/18,57200,92,1,3
45053,1,9/01/18,9/27/18,69511,29,4,2
45053,1,4/18/18,9/27/18,65395,60,2,2
45053,1,7/10/18,9/27/18,62756,103,3,1
45035,2,6/21/18,9/27/18,70690,50,3,2
45035,2,6/09/18,9/27/18,70325,47,1,2
45035,2,4/01/18,9/27/18,60275,25,2,2
45061,6,7/11/18,9/27/18,65935,5,1,1
45091,11,4/30/18,9/27/18,65287,67,1,1
45091,11,4/22/18,9/27/18,58289,55,2,1
45039,2,8/21/18,9/27/18,72680,25,1,2
45039,2,4/23/18,9/27/18,68474,19,2,1
45083,2,6/09/18,9/27/18,66517,67,1,1
45083,2,4/03/18,9/27/18,63775,79,2,1
45076,1,8/20/18,9/27/18,66025,7,2,1
45076,47,5/07/18,9/27/18,66277,76,3,1
45076,1,8/25/18,9/27/18,61330,86,1,1
45054,3,8/11/18,9/27/18,71386,37,1,2
45103,3,4/22/18,9/28/18,58835,108,2,2
45103,3,6/06/18,9/28/18,56922,50,1,2
45098,53,8/11/18,9/28/18,57990,50,1,1
45098,2,4/25/18,9/28/18,72699,104,2,1
45134,2,4/01/18,9/28/18,55605,92,3,2
45134,2,6/21/18,9/28/18,62362,111,4,1
45134,2,8/19/18,9/28/18,57193,67,1,1
45134,2,4/22/18,9/28/18,55652,24,2,1
45129,7,6/24/18,9/28/18,60992,24,2,2
45129,7,8/13/18,9/28/18,63715,100,3,1
45129,7,4/18/18,9/28/18,58098,31,4,1
45129,7,5/07/18,9/28/18,57347,82,1,1
45099,2,8/02/18,9/28/18,60649,4,4,3
45099,2,9/03/18,9/28/18,60760,89,1,2
45099,2,9/02/18,9/28/18,55064,109,2,1
45099,2,4/11/18,9/28/18,57240,106,3,1
45097,2,5/15/18,9/28/18,61695,97,1,2
45097,2,5/16/18,9/28/18,69962,22,2,1
45123,6,7/20/18,9/28/18,58521,14,1,2
45123,6,6/24/18,9/28/18,56469,95,2,1
45102,7,5/23/18,9/28/18,72208,77,1,3
45102,7,7/26/18,9/28/18,62098,100,2,2
45107,7,7/08/18,9/28/18,62566,50,3,3
45107,7,7/06/18,9/28/18,64467,76,1,2
45107,7,7/17/18,9/28/18,69539,109,2,2
45107,7,4/23/18,9/28/18,57802,9,4,1
45109,7,5/25/18,9/28/18,70033,5,1,2
45109,7,7/12/18,9/28/18,56175,63,2,2
45109,7,6/06/18,9/28/18,63245,31,4,1
45109,7,8/03/18,9/28/18,72808,12,3,1
45092,2,6/05/18,9/28/18,65773,15,1,1
45131,41,6/27/18,9/28/18,67790,24,2,1
45131,1,7/04/18,9/28/18,67917,101,1,1
45106,7,6/17/18,9/28/18,69421,65,1,2
45093,11,5/22/18,9/28/18,69762,92,2,2
45093,11,7/30/18,9/28/18,56279,15,3,2
45093,11,5/04/18,9/28/18,57789,2,1,1
45124,1,7/02/18,9/28/18,62040,57,1,2
45124,1,8/16/18,9/28/18,59757,91,2,1
45128,1,4/13/18,9/28/18,61614,19,4,3
45128,1,8/01/18,9/28/18,59217,15,6,2
45128,1,8/01/18,9/28/18,68468,104,5,1
45128,1,6/18/18,9/28/18,72724,96,3,1
45128,1,6/19/18,9/28/18,62577,98,2,1
45128,1,7/04/18,9/28/18,63641,48,1,1
45119,6,8/18/18,9/28/18,68946,105,1,2
45119,6,5/06/18,9/28/18,60126,58,2,2
45115,8,4/20/18,9/28/18,66941,95,1,2
45115,8,6/12/18,9/28/18,56761,36,2,1
45105,7,7/22/18,9/28/18,65775,101,2,3
45105,7,5/28/18,9/28/18,65290,58,1,1
45121,11,4/30/18,9/28/18,67306,76,2,3
45121,11,6/21/18,9/28/18,64819,56,1,3
45121,11,4/13/18,9/28/18,68004,65,3,2
45132,2,8/15/18,9/28/18,69076,78,3,2
45132,2,7/29/18,9/28/18,56283,53,1,1
45132,2,8/22/18,9/28/18,65376,78,2,1
45111,7,4/15/18,9/28/18,65348,15,1,2
45104,7,7/29/18,9/28/18,68808,13,2,2
45104,7,8/03/18,9/28/18,63518,93,1,2
45120,6,5/21/18,9/28/18,71684,12,2,3
45120,6,4/04/18,9/28/18,60773,26,1,2
45120,6,6/03/18,9/28/18,66651,14,3,1
45120,6,6/16/18,9/28/18,66464,19,4,1
45138,2,4/21/18,9/28/18,69406,52,3,2
45138,22,8/04/18,9/28/18,67484,76,2,2
45138,2,7/10/18,9/28/18,64832,77,4,1
45138,2,5/13/18,9/28/18,57809,68,5,1
45138,21,6/25/18,9/28/18,69004,108,1,1
45094,3,8/06/18,9/28/18,55786,46,1,1
45130,18,4/28/18,9/28/18,66410,87,2,1
45130,3,7/26/18,9/28/18,62561,28,3,1
45130,3,6/15/18,9/28/18,56072,76,1,1
45113,1,5/13/18,9/28/18,57979,101,1,2
45113,1,9/03/18,9/28/18,57077,27,2,1
45122,6,7/14/18,9/28/18,66655,62,2,2
45122,6,7/23/18,9/28/18,62459,32,1,2
45122,6,4/24/18,9/28/18,56854,61,3,1
45133,2,9/03/18,9/28/18,63392,111,2,2
45133,2,8/04/18,9/28/18,72119,92,1,1
45133,2,4/21/18,9/28/18,63906,100,3,1
45136,1,7/04/18,9/28/18,57027,106,3,2
45136,1,4/11/18,9/28/18,64275,94,2,2
45136,1,6/03/18,9/28/18,70174,74,4,1
45136,1,6/10/18,9/28/18,65371,110,1,1
45116,8,4/13/18,9/28/18,57368,105,1,2
45137,11,6/18/18,9/28/18,62528,5,2,1
45137,11,5/18/18,9/28/18,63486,24,1,1
45108,3,7/07/18,9/28/18,58148,39,5,2
45108,3,6/01/18,9/28/18,58295,58,4,2
45108,3,4/23/18,9/28/18,71382,30,3,2
45108,3,8/28/18,9/28/18,58715,68,2,2
45108,3,6/16/18,9/28/18,71887,35,1,1
45112,24,4/04/18,9/28/18,72996,104,2,2
45112,1,4/13/18,9/28/18,61353,40,3,1
45112,17,8/10/18,9/28/18,65280,10,1,1
45100,1,5/08/18,9/28/18,67539,65,2,3
45100,1,6/10/18,9/28/18,58351,31,1,2
45135,3,6/02/18,9/28/18,62185,24,2,1
45135,54,4/23/18,9/28/18,57132,59,3,1
45135,3,5/19/18,9/28/18,64027,104,1,1
45117,6,8/30/18,9/28/18,63866,84,1,1
45118,8,5/09/18,9/28/18,59786,51,3,2
45118,8,7/25/18,9/28/18,71855,75,1,2
45118,8,6/11/18,9/28/18,55381,9,2,2
45127,7,8/08/18,9/28/18,65444,24,2,1
45127,7,5/25/18,9/28/18,56062,6,1,1
45095,2,4/25/18,9/28/18,58244,70,4,2
45095,2,4/07/18,9/28/18,63425,87,2,2
45095,2,7/04/18,9/28/18,68388,58,1,2
45095,2,4/20/18,9/28/18,61488,58,3,1
45095,2,6/04/18,9/28/18,56407,94,5,1
45114,1,7/28/18,9/28/18,71315,104,2,2
45114,1,8/19/18,9/28/18,58580,104,1,2
45126,6,6/07/18,9/28/18,65282,109,2,2
45126,6,4/09/18,9/28/18,59744,73,1,1
45125,3,5/02/18,9/28/18,69888,26,1,1
45110,3,7/24/18,9/28/18,56902,50,2,1
45110,3,7/16/18,9/28/18,61361,47,1,1
45096,2,5/13/18,9/28/18,60547,1,2,2
45096,2,6/21/18,9/28/18,70481,50,1,2
45164,11,7/24/18,9/29/18,68183,10,2,3
45164,11,6/13/18,9/29/18,63502,49,3,1
45164,11,5/06/18,9/29/18,70280,94,1,1
45144,2,4/20/18,9/29/18,61911,110,1,2
45144,2,7/22/18,9/29/18,68979,94,2,1
45156,3,4/02/18,9/29/18,70095,108,1,1
45151,7,8/29/18,9/29/18,69036,3,1,2
45151,7,4/17/18,9/29/18,63538,29,2,1
45174,2,7/28/18,9/29/18,66068,40,2,1
45174,2,7/04/18,9/29/18,55877,77,1,1
45160,15,7/28/18,9/29/18,66229,55,1,2
45160,3,6/30/18,9/29/18,69831,65,2,1
45171,6,5/27/18,9/29/18,61216,82,3,3
45171,6,5/09/18,9/29/18,61863,14,2,2
45171,6,6/24/18,9/29/18,66919,68,1,2
45167,8,7/08/18,9/29/18,69444,49,1,2
45149,3,5/07/18,9/29/18,63909,26,1,2
45154,7,8/13/18,9/29/18,63219,20,2,1
45154,7,7/26/18,9/29/18,67444,57,1,1
45173,1,7/10/18,9/29/18,61634,65,2,1
45173,1,6/24/18,9/29/18,60938,26,1,1
45172,1,7/20/18,9/29/18,68260,7,1,1
45172,1,6/05/18,9/29/18,56722,79,2,1
45153,7,7/06/18,9/29/18,63321,22,2,2
45153,7,5/23/18,9/29/18,66423,73,1,2
45153,7,6/26/18,9/29/18,59800,93,3,1
45139,20,6/11/18,9/29/18,62369,61,2,1
45139,2,7/08/18,9/29/18,58801,56,1,1
45152,3,7/11/18,9/29/18,62083,64,1,2
45152,3,5/03/18,9/29/18,72330,49,2,1
45168,6,5/02/18,9/29/18,70772,68,1,2
45168,6,4/24/18,9/29/18,57484,22,3,1
45168,6,7/11/18,9/29/18,67205,33,2,1
45166,8,4/13/18,9/29/18,69525,22,1,2
45161,3,4/28/18,9/29/18,70219,36,2,3
45161,3,4/06/18,9/29/18,60220,52,1,3
45175,2,4/22/18,9/29/18,67997,88,3,2
45175,2,8/24/18,9/29/18,56642,72,2,2
45175,2,6/11/18,9/29/18,55221,75,4,1
45175,2,4/22/18,9/29/18,62233,89,1,1
45140,2,7/17/18,9/29/18,57098,90,5,2
45140,2,8/10/18,9/29/18,66797,15,3,2
45140,2,6/14/18,9/29/18,70155,91,2,2
45140,33,5/05/18,9/29/18,61119,51,4,1
45140,2,6/20/18,9/29/18,72300,68,1,1
45162,3,8/02/18,9/29/18,69534,83,1,3
45162,3,5/28/18,9/29/18,56209,71,2,1
45176,2,5/27/18,9/29/18,56844,70,2,2
45176,2,8/16/18,9/29/18,65571,60,3,2
45176,2,7/25/18,9/29/18,58784,89,1,1
45150,3,7/28/18,9/29/18,59697,15,2,2
45150,3,8/09/18,9/29/18,64916,31,1,2
45159,1,7/20/18,9/29/18,64716,88,1,1
45165,6,8/17/18,9/29/18,58845,28,1,2
45163,7,8/09/18,9/29/18,55043,88,2,2
45163,7,5/20/18,9/29/18,72633,36,3,1
45163,7,7/03/18,9/29/18,61977,55,1,1
45157,7,4/29/18,9/29/18,67294,69,1,3
45157,7,6/23/18,9/29/18,67623,110,2,2
45157,7,7/05/18,9/29/18,68566,49,3,1
45178,6,6/07/18,9/29/18,64712,107,2,1
45178,6,7/11/18,9/29/18,66638,31,1,1
45145,6,6/14/18,9/29/18,59486,86,2,1
45145,6,7/25/18,9/29/18,70062,68,1,1
45142,6,8/08/18,9/29/18,65481,53,1,1
45142,6,7/30/18,9/29/18,63005,100,2,1
45169,6,7/23/18,9/29/18,60122,67,2,3
45169,6,4/06/18,9/29/18,55986,104,1,2
45155,3,7/14/18,9/29/18,58704,92,1,2
45155,3,8/09/18,9/29/18,58702,73,2,1
45170,8,6/23/18,9/29/18,63488,22,1,2
45177,3,8/16/18,9/29/18,55953,1,2,2
45177,3,8/19/18,9/29/18,64166,108,3,2
45177,3,9/06/18,9/29/18,70918,23,4,1
45177,3,7/11/18,9/29/18,57164,35,1,1
45143,3,6/12/18,9/29/18,68615,73,1,1
45147,1,8/23/18,9/29/18,61398,39,1,2
45148,1,5/30/18,9/29/18,60350,100,1,2
45146,6,8/10/18,9/29/18,69154,46,3,2
45146,6,7/06/18,9/29/18,68650,67,2,2
45146,6,7/25/18,9/29/18,72839,61,1,1
45195,7,4/22/18,9/30/18,63113,70,2,3
45195,7,6/26/18,9/30/18,62491,7,1,2
45195,7,4/15/18,9/30/18,60296,93,3,1
45198,3,4/12/18,9/30/18,60362,71,1,2
45198,3,6/30/18,9/30/18,69997,68,2,1
45202,7,6/10/18,9/30/18,61646,93,3,2
45202,7,5/02/18,9/30/18,58198,106,1,2
45202,7,8/23/18,9/30/18,63498,24,2,1
45193,7,7/29/18,9/30/18,58996,60,3,2
45193,7,4/09/18,9/30/18,61839,20,2,1
45193,7,8/13/18,9/30/18,70738,68,1,1
45189,1,7/03/18,9/30/18,66532,8,2,2
45189,1,4/23/18,9/30/18,57325,70,1,1
45215,1,5/02/18,9/30/18,55795,26,2,3
45215,1,7/21/18,9/30/18,67384,63,3,2
45215,1,7/07/18,9/30/18,61770,71,1,1
45225,2,4/16/18,9/30/18,65418,62,2,3
45225,2,8/17/18,9/30/18,70491,108,3,2
45225,2,7/07/18,9/30/18,56324,44,4,1
45225,2,4/27/18,9/30/18,60376,26,1,1
45187,6,4/04/18,9/30/18,72588,97,1,1
45219,3,8/19/18,9/30/18,66409,18,2,2
45219,3,5/10/18,9/30/18,58987,100,1,1
45219,3,5/15/18,9/30/18,63597,105,4,1
45219,3,5/21/18,9/30/18,62134,63,3,1
45218,35,4/13/18,9/30/18,67450,36,2,2
45218,1,5/27/18,9/30/18,56642,94,1,2
45181,2,4/20/18,9/30/18,65990,13,2,3
45181,2,6/16/18,9/30/18,68305,4,3,3
45181,22,6/19/18,9/30/18,63372,95,1,2
45220,7,4/14/18,9/30/18,70946,5,4,1
45220,7,9/07/18,9/30/18,64254,10,1,1
45220,7,7/06/18,9/30/18,61259,109,3,1
45220,7,4/17/18,9/30/18,61016,63,2,1
45200,1,6/26/18,9/30/18,58787,81,2,2
45200,1,8/26/18,9/30/18,66323,32,1,1
45199,3,4/24/18,9/30/18,60960,69,2,2
45199,3,8/15/18,9/30/18,61867,67,1,2
45208,6,7/05/18,9/30/18,62099,15,2,3
45208,6,7/27/18,9/30/18,60720,20,1,2
45208,6,5/06/18,9/30/18,70368,7,3,1
45210,8,7/14/18,9/30/18,72171,15,1,2
45209,8,8/17/18,9/30/18,59167,2,1,1
45180,2,6/18/18,9/30/18,58549,13,2,3
45180,35,7/04/18,9/30/18,65104,23,1,3
45232,8,4/24/18,9/30/18,68834,70,2,1
45232,8,4/04/18,9/30/18,60776,100,1,1
45228,2,8/17/18,9/30/18,64081,78,2,3
45228,2,7/26/18,9/30/18,57427,87,1,1
45184,2,8/21/18,9/30/18,66789,72,1,2
45223,27,6/04/18,9/30/18,66641,53,1,1
45205,7,7/08/18,9/30/18,61773,65,1,2
45205,7,6/26/18,9/30/18,60320,53,2,1
45207,11,7/27/18,9/30/18,69225,60,2,3
45207,11,5/18/18,9/30/18,68826,73,1,3
45207,11,5/22/18,9/30/18,67917,98,3,2
45188,8,4/10/18,9/30/18,59076,73,3,1
45188,8,6/11/18,9/30/18,66681,80,1,1
45188,8,6/10/18,9/30/18,66109,49,2,1
45185,2,7/25/18,9/30/18,69688,69,1,1
45214,11,8/01/18,9/30/18,66474,101,2,2
45214,11,5/24/18,9/30/18,69986,16,1,2
45226,2,5/30/18,9/30/18,64010,24,2,2
45226,2,5/27/18,9/30/18,60872,75,3,2
45226,2,9/07/18,9/30/18,70005,20,1,1
45182,2,8/04/18,9/30/18,61607,86,1,3
45182,2,4/25/18,9/30/18,71822,98,2,1
45191,3,5/16/18,9/30/18,71210,39,2,2
45191,3,4/27/18,9/30/18,67375,71,1,1
45229,3,8/13/18,9/30/18,59892,97,3,2
45229,3,6/22/18,9/30/18,70838,57,2,2
45229,3,8/20/18,9/30/18,63045,78,4,1
45229,3,5/27/18,9/30/18,57734,26,1,1
45190,7,8/19/18,9/30/18,70050,92,1,2
45190,7,7/01/18,9/30/18,57507,40,2,1
45190,7,9/08/18,9/30/18,57529,107,3,1
45196,1,4/19/18,9/30/18,67582,109,3,2
45196,1,6/25/18,9/30/18,60542,40,1,2
45196,1,8/15/18,9/30/18,67093,6,2,2
45196,1,8/12/18,9/30/18,64226,101,4,1
45204,7,4/16/18,9/30/18,60757,44,2,3
45204,7,4/10/18,9/30/18,71349,50,1,2
45201,3,4/20/18,9/30/18,71468,35,1,3
45201,3,5/10/18,9/30/18,58824,47,2,1
45216,1,4/24/18,9/30/18,68954,101,3,2
45216,1,9/08/18,9/30/18,55776,34,2,2
45216,1,7/01/18,9/30/18,72544,12,1,1
45183,2,5/28/18,9/30/18,71920,48,3,2
45183,2,9/01/18,9/30/18,71788,58,4,2
45183,2,5/29/18,9/30/18,67217,8,1,2
45183,2,7/21/18,9/30/18,67522,14,2,1
45197,7,6/03/18,9/30/18,68619,49,1,2
45197,7,6/19/18,9/30/18,69071,67,2,2
45197,7,5/27/18,9/30/18,55101,55,3,1
45231,3,4/08/18,9/30/18,69278,77,2,1
45231,3,6/30/18,9/30/18,56601,71,1,1
45224,2,5/20/18,9/30/18,59829,69,2,1
45224,2,8/30/18,9/30/18,58448,68,3,1
45224,2,4/26/18,9/30/18,65724,99,1,1
45179,2,7/15/18,9/30/18,73140,7,2,1
45179,2,7/27/18,9/30/18,61945,8,1,1
45227,2,6/09/18,9/30/18,66270,44,2,2
45227,2,4/05/18,9/30/18,55471,57,3,2
45227,2,4/24/18,9/30/18,59011,77,4,1
45227,2,8/23/18,9/30/18,55958,28,1,1
45213,11,5/31/18,9/30/18,72875,57,1,2
45213,11,7/16/18,9/30/18,57200,31,2,1
45186,2,5/31/18,9/30/18,60194,30,1,2
45230,3,7/14/18,9/30/18,58645,68,2,1
45230,3,7/28/18,9/30/18,59446,99,1,1
45203,1,8/13/18,9/30/18,59220,50,1,3
45203,47,4/11/18,9/30/18,56046,68,2,1
45192,1,5/08/18,9/30/18,67237,67,2,3
45192,1,9/01/18,9/30/18,56678,109,1,3
45192,1,5/29/18,9/30/18,56781,72,3,1
45194,7,6/22/18,9/30/18,62464,11,1,2
45194,7,4/03/18,9/30/18,72067,65,2,1
45222,2,5/29/18,9/30/18,61398,39,2,1
45222,2,5/14/18,9/30/18,60848,99,1,1
45217,3,4/18/18,9/30/18,68572,38,2,3
45217,3,5/30/18,9/30/18,65495,18,4,2
45217,3,5/25/18,9/30/18,64882,69,3,2
45217,47,5/15/18,9/30/18,64848,73,1,1
45212,8,4/13/18,9/30/18,63045,30,1,2
45221,11,6/24/18,9/30/18,72411,106,2,1
45221,11,7/05/18,9/30/18,55787,46,1,1
45332,2,9/01/18,10/01/18,60695,60,1,1
45363,8,6/22/18,10/01/18,64527,35,1,3
45363,8,6/04/18,10/01/18,66826,21,3,2
45363,8,4/20/18,10/01/18,67422,49,2,2
45333,11,8/17/18,10/01/18,65700,78,3,3
45333,11,7/18/18,10/01/18,70392,47,2,2
45333,11,8/07/18,10/01/18,66148,53,1,1
45369,3,4/29/18,10/01/18,62537,34,2,2
45369,3,8/20/18,10/01/18,70079,79,3,1
45369,3,7/08/18,10/01/18,66703,47,1,1
45370,6,7/03/18,10/01/18,55870,16,2,2
45370,6,4/22/18,10/01/18,63867,88,1,2
45354,6,5/01/18,10/01/18,60060,3,3,2
45354,6,8/18/18,10/01/18,63400,87,1,2
45354,6,7/14/18,10/01/18,63206,19,2,1
45335,2,7/19/18,10/01/18,68240,96,2,3
45335,2,5/09/18,10/01/18,60087,83,3,2
45335,2,6/13/18,10/01/18,67709,106,1,2
45344,1,5/08/18,10/01/18,63056,62,2,2
45344,18,7/15/18,10/01/18,71764,32,1,2
45344,1,8/04/18,10/01/18,70956,91,3,1
45346,1,6/07/18,10/01/18,56952,92,2,2
45346,52,6/17/18,10/01/18,57875,8,1,2
45346,1,4/15/18,10/01/18,68466,22,3,1
45377,1,7/23/18,10/01/18,59941,84,2,2
45377,40,8/10/18,10/01/18,64666,52,1,1
45343,3,7/17/18,10/01/18,65767,58,2,2
45343,3,5/25/18,10/01/18,55450,57,1,2
45380,11,8/05/18,10/01/18,55546,94,2,2
45380,11,9/07/18,10/01/18,55559,59,1,1
45364,11,7/13/18,10/01/18,55565,102,2,3
45364,11,6/18/18,10/01/18,60452,36,3,2
45364,11,5/11/18,10/01/18,68766,59,1,2
45341,6,7/13/18,10/01/18,61189,105,1,1
45337,22,9/02/18,10/01/18,71370,101,1,2
45383,8,5/08/18,10/01/18,58531,50,2,1
45383,8,4/23/18,10/01/18,63181,86,1,1
45373,3,7/31/18,10/01/18,71197,92,1,1
45356,6,7/23/18,10/01/18,60284,28,1,2
45356,6,7/14/18,10/01/18,55200,79,3,1
45356,6,8/17/18,10/01/18,55221,78,2,1
45365,6,8/28/18,10/01/18,57868,92,1,2
45365,6,4/04/18,10/01/18,67314,56,2,1
45350,7,8/27/18,10/01/18,62515,28,2,1
45350,7,6/07/18,10/01/18,58934,37,1,1
45382,8,4/18/18,10/01/18,64785,47,2,3
45382,8,7/03/18,10/01/18,67338,103,4,2
45382,8,4/23/18,10/01/18,55593,23,3,1
45382,8,7/09/18,10/01/18,72088,15,1,1
45349,3,7/21/18,10/01/18,57337,27,1,1
45379,8,4/27/18,10/01/18,70936,25,2,3
45379,8,6/24/18,10/01/18,71277,59,1,1
45358,11,9/05/18,10/01/18,57640,27,2,2
45358,11,7/08/18,10/01/18,62367,17,1,1
45367,11,8/05/18,10/01/18,64193,107,4,3
45367,11,5/29/18,10/01/18,72506,11,3,3
45367,11,6/13/18,10/01/18,65977,78,2,3
45367,11,5/24/18,10/01/18,69442,84,1,1
45342,7,4/19/18,10/01/18,56906,28,2,2
45342,7,9/01/18,10/01/18,62658,47,3,2
45342,7,7/27/18,10/01/18,68351,59,1,2
45340,2,9/07/18,10/01/18,62411,61,1,2
45359,6,7/28/18,10/01/18,63231,106,1,2
45359,6,7/18/18,10/01/18,57617,92,3,1
45359,6,7/09/18,10/01/18,58866,27,2,1
45352,3,6/22/18,10/01/18,55637,3,1,2
45352,3,7/15/18,10/01/18,55936,8,2,1
45351,1,8/11/18,10/01/18,67394,23,2,2
45351,1,4/11/18,10/01/18,69995,107,1,2
45366,11,5/02/18,10/01/18,70319,91,1,2
45366,11,8/28/18,10/01/18,66292,57,2,2
45374,2,8/17/18,10/01/18,71843,94,1,1
45360,8,7/13/18,10/01/18,57057,7,2,2
45360,8,8/14/18,10/01/18,55647,12,1,2
45375,3,4/23/18,10/01/18,58042,93,2,1
45375,15,6/10/18,10/01/18,60601,46,1,1
45334,2,4/15/18,10/01/18,60889,55,2,2
45334,2,5/21/18,10/01/18,56826,109,3,1
45334,37,4/24/18,10/01/18,58652,105,1,1
45338,2,4/29/18,10/01/18,64171,93,1,1
45348,3,5/20/18,10/01/18,55970,60,3,2
45348,3,8/31/18,10/01/18,69300,56,2,2
45348,3,5/11/18,10/01/18,66666,101,1,2
45336,2,6/11/18,10/01/18,57892,54,1,1
45372,18,4/27/18,10/01/18,70724,96,2,1
45372,2,4/16/18,10/01/18,69050,39,1,1
45357,11,8/25/18,10/01/18,73117,18,1,2
45355,8,7/10/18,10/01/18,60338,30,2,2
45355,8,7/23/18,10/01/18,70437,106,3,1
45355,8,4/11/18,10/01/18,62332,56,1,1
45376,3,5/25/18,10/01/18,59377,92,2,2
45376,3,7/19/18,10/01/18,69232,20,3,2
45376,3,5/11/18,10/01/18,60164,63,4,1
45376,3,7/08/18,10/01/18,66130,39,1,1
45362,8,8/24/18,10/01/18,59023,29,4,2
45362,8,5/23/18,10/01/18,72036,15,2,2
45362,8,8/07/18,10/01/18,69472,100,3,1
45362,8,8/23/18,10/01/18,70068,73,1,1
45378,8,5/29/18,10/01/18,62893,15,4,3
45378,8,7/06/18,10/01/18,63411,70,2,1
45378,8,6/28/18,10/01/18,57775,111,3,1
45378,8,7/23/18,10/01/18,61941,58,1,1
45361,11,7/18/18,10/01/18,70674,75,2,3
45361,11,7/24/18,10/01/18,62438,23,1,2
45361,11,4/14/18,10/01/18,55915,95,3,1
45347,1,5/16/18,10/01/18,55699,62,3,1
45347,1,4/26/18,10/01/18,61669,104,2,1
45347,1,7/20/18,10/01/18,55631,109,1,1
45353,7,7/15/18,10/01/18,68087,86,2,3
45353,7,5/10/18,10/01/18,57143,20,3,2
45353,7,8/17/18,10/01/18,63439,69,1,2
45353,7,6/21/18,10/01/18,58842,94,4,1
45381,6,7/15/18,10/01/18,69564,102,2,2
45381,6,5/13/18,10/01/18,71524,73,1,1
45368,1,6/18/18,10/01/18,69068,74,3,2
45368,1,5/25/18,10/01/18,65297,26,4,2
45368,1,5/11/18,10/01/18,63907,45,1,2
45368,1,8/09/18,10/01/18,61303,108,2,1
45339,2,7/09/18,10/01/18,68832,23,4,2
45339,2,5/31/18,10/01/18,67277,107,1,2
45339,2,5/21/18,10/01/18,57978,111,5,1
45339,2,4/14/18,10/01/18,57860,88,3,1
45339,2,6/03/18,10/01/18,68682,4,2,1
45345,52,4/17/18,10/01/18,64631,31,1,2
45345,3,6/29/18,10/01/18,58105,77,3,1
45345,3,5/01/18,10/01/18,63457,32,4,1
45345,3,8/26/18,10/01/18,58285,58,2,1
45422,8,4/07/18,10/02/18,61532,32,3,2
45422,8,9/03/18,10/02/18,70632,55,2,2
45422,8,6/03/18,10/02/18,72920,94,1,2
45422,8,6/24/18,10/02/18,56327,64,4,1
45386,33,5/22/18,10/02/18,61015,77,4,3
45386,2,7/01/18,10/02/18,64835,58,2,2
45386,2,6/09/18,10/02/18,55127,98,1,2
45386,2,7/20/18,10/02/18,70219,59,3,1
45406,3,5/07/18,10/02/18,55610,43,2,3
45406,17,5/10/18,10/02/18,57437,82,1,1
45388,2,4/16/18,10/02/18,58626,94,1,2
45388,2,7/13/18,10/02/18,60899,15,2,2
45407,1,8/30/18,10/02/18,68998,31,2,3
45407,1,6/02/18,10/02/18,59702,95,3,1
45407,1,5/17/18,10/02/18,71578,104,1,1
45431,7,6/27/18,10/02/18,71271,78,3,2
45431,7,6/16/18,10/02/18,68239,69,1,2
45431,7,7/01/18,10/02/18,62222,68,2,1
45416,1,4/21/18,10/02/18,65438,108,3,2
45416,1,5/24/18,10/02/18,70093,75,1,2
45416,1,5/05/18,10/02/18,63158,59,2,1
45401,7,8/19/18,10/02/18,64531,45,1,1
45449,2,5/19/18,10/02/18,57306,93,3,2
45449,2,8/15/18,10/02/18,71198,53,1,1
45449,2,4/12/18,10/02/18,69816,64,2,1
45399,11,7/18/18,10/02/18,59358,46,2,2
45399,11,5/02/18,10/02/18,70846,105,3,2
45399,11,7/22/18,10/02/18,70832,32,1,1
45433,8,6/18/18,10/02/18,57177,71,1,1
45415,1,5/02/18,10/02/18,57794,18,2,2
45415,1,7/10/18,10/02/18,55292,87,3,2
45415,1,7/12/18,10/02/18,67157,8,1,2
